zarr_path,x,y
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9896,8376
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9437,7746
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9899,2028
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7637,2359
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9354,4030
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8460,5092
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6789,6413
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7345,4016
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10120,4883
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7404,7738
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6388,217
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10382,2885
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6714,7377
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6890,9401
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8237,5355
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8422,5556
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9911,950
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9584,4741
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8321,5561
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7610,2773
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10723,3063
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8255,4093
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,5847,60
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6603,3582
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6944,2385
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9569,3632
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8009,1110
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6892,9345
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10490,7024
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8064,8189
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9058,5226
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7925,724
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9986,5605
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10498,6100
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8508,7716
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9064,4594
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7383,1213
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7844,3214
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8230,3962
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10628,6689
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9505,5940
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10467,3897
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6275,6289
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6828,2709
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9427,1578
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8233,1693
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9205,2057
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9647,3227
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7983,1872
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9856,9419
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7278,652
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8544,5481
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8552,4398
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7848,10567
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8992,1010
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,5811,4283
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10253,10371
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9925,9050
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10288,8497
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9428,2944
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7786,1837
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,10102,6918
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7386,9823
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6931,5801
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6133,5949
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8123,3175
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7924,7975
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8243,2064
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6330,3597
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6349,4537
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,9635,5315
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8721,2772
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,7251,1046
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6888,6337
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8106,3263
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6603,6045
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,8995,1600
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240726T100601_N0511_R022_T32TQQ_20240726T193850.zarr,6838,5060
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7381,6119
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7938,687
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,5751,4465
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10229,2064
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9280,850
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8691,10685
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,5970,4345
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10004,8635
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8261,3778
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6712,7424
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9543,8158
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7295,6662
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7515,5595
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7478,5092
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10002,9893
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8031,8846
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8664,10315
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10071,1881
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8060,7883
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8104,9994
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6278,3094
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8851,892
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6366,7979
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9525,6478
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9671,8957
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7493,2171
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10395,8492
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9266,3339
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9685,2740
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6857,2758
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7596,8684
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6802,7277
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8227,6037
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10418,4652
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9186,9318
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6729,4933
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9424,8705
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6643,5320
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7387,4805
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8321,5519
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6636,4166
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9513,8039
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8118,5862
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7207,3595
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8251,9558
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,5951,4863
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7489,6213
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8448,9633
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9645,6914
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7600,1740
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8862,10011
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7482,6945
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9583,4450
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7986,2161
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10313,8480
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9837,6877
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9704,6126
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9873,9496
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9061,8428
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7672,2405
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7823,4254
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10497,3727
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8190,8005
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7572,422
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7460,6439
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10309,8179
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6882,9314
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7334,4511
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9500,8753
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7795,1610
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9992,9003
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8270,1936
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9610,4972
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8878,8512
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7698,2368
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7084,3571
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7657,7803
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9911,7782
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9874,7063
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10338,7537
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6963,6206
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6341,3755
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9935,3099
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7574,9655
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8987,6555
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10585,5001
